gamma,k,fingerprint_length,n_recipients,sk,id,embedding_ratio,recipient_id,Horizontal_Distance_To_Hydrology_Vertical_Distance_To_Hydrology,Elevation_Horizontal_Distance_To_Roadways,Aspect_Hillshade_9am,Slope_Hillshade_Noon,Aspect_Hillshade_3pm,Hillshade_9am_Hillshade_3pm
2,300,128,20,102,0,0.5,0,0.0029986458111577186,0.00037663312574820473,6.141099244338921e-05,0.0030880721535819777,6.394645882124017e-05,2.7473069185157684e-05
2,300,128,20,102,0,0.5,0,0.0029986458111577186,0.00037663312574820473,6.141099244338921e-05,0.0030880721535819777,6.394645882124017e-05,2.7473069185157684e-05
2,300,128,20,102,0,0.5,0,0.0029986458111577186,0.00037663312574820473,6.141099244338921e-05,0.0030880721535819777,6.394645882124017e-05,2.7473069185157684e-05
2,300,128,20,102,0,0.5,0,0.0029986458111577186,0.00037663312574820473,6.141099244338921e-05,0.0030880721535819777,6.394645882124017e-05,2.7473069185157684e-05
2,300,128,20,102,0,0.5,0,0.0029986458111577186,0.00037663312574820473,6.141099244338921e-05,0.0030880721535819777,6.394645882124017e-05,2.7473069185157684e-05
2,300,128,20,102,0,0.5,0,0.0029986458111577186,0.00037663312574820473,6.141099244338921e-05,0.0030880721535819777,6.394645882124017e-05,2.7473069185157684e-05
2,300,128,20,103,0,0.5,0,0.0029986458111577186,0.00037663312574820473,6.141099244338921e-05,0.0030880721535819777,6.394645882124017e-05,2.7473069185157684e-05
2,300,128,20,103,0,0.5,0,0.0029986458111577186,0.00037663312574820473,6.141099244338921e-05,0.0030880721535819777,6.394645882124017e-05,2.7473069185157684e-05
2,300,128,20,103,0,0.5,0,0.0029986458111577186,0.00037663312574820473,6.141099244338921e-05,0.0030880721535819777,6.394645882124017e-05,2.7473069185157684e-05
2,300,128,20,103,0,0.5,0,0.0029986458111577186,0.00037663312574820473,6.141099244338921e-05,0.0030880721535819777,6.394645882124017e-05,2.7473069185157684e-05
2,300,128,20,103,0,0.5,0,0.0029986458111577186,0.00037663312574820473,6.141099244338921e-05,0.0030880721535819777,6.394645882124017e-05,2.7473069185157684e-05
2,300,128,20,103,0,0.5,0,0.0029986458111577186,0.00037663312574820473,6.141099244338921e-05,0.0030880721535819777,6.394645882124017e-05,2.7473069185157684e-05
2,300,128,20,103,0,0.5,0,0.0029986458111577186,0.00037663312574820473,6.141099244338921e-05,0.0030880721535819777,6.394645882124017e-05,2.7473069185157684e-05
2,300,128,20,103,0,0.5,0,0.0029986458111577186,0.00037663312574820473,6.141099244338921e-05,0.0030880721535819777,6.394645882124017e-05,2.7473069185157684e-05
2,300,128,20,103,0,0.5,0,0.0029986458111577186,0.00037663312574820473,6.141099244338921e-05,0.0030880721535819777,6.394645882124017e-05,2.7473069185157684e-05
2,300,128,20,103,0,0.5,0,0.0029986458111577186,0.00037663312574820473,6.141099244338921e-05,0.0030880721535819777,6.394645882124017e-05,2.7473069185157684e-05
2,300,128,20,103,0,0.5,0,0.0029986458111577186,0.00037663312574820473,6.141099244338921e-05,0.0030880721535819777,6.394645882124017e-05,2.7473069185157684e-05
2,300,128,20,103,0,0.5,0,0.0029986458111577186,0.00037663312574820473,6.141099244338921e-05,0.0030880721535819777,6.394645882124017e-05,2.7473069185157684e-05
2,300,128,20,104,0,0.5,0,0.0029986458111577186,0.00037663312574820473,6.141099244338921e-05,0.0030880721535819777,6.394645882124017e-05,2.7473069185157684e-05
2,300,128,20,104,0,0.5,0,0.0029986458111577186,0.00037663312574820473,6.141099244338921e-05,0.0030880721535819777,6.394645882124017e-05,2.7473069185157684e-05
2,300,128,20,104,0,0.5,0,0.0029986458111577186,0.00037663312574820473,6.141099244338921e-05,0.0030880721535819777,6.394645882124017e-05,2.7473069185157684e-05
2,300,128,20,104,0,0.5,0,0.0029986458111577186,0.00037663312574820473,6.141099244338921e-05,0.0030880721535819777,6.394645882124017e-05,2.7473069185157684e-05
2,300,128,20,104,0,0.5,0,0.0029986458111577186,0.00037663312574820473,6.141099244338921e-05,0.0030880721535819777,6.394645882124017e-05,2.7473069185157684e-05
2,300,128,20,104,0,0.5,0,0.0029986458111577186,0.00037663312574820473,6.141099244338921e-05,0.0030880721535819777,6.394645882124017e-05,2.7473069185157684e-05
2,300,128,20,104,0,0.5,0,0.0029986458111577186,0.00037663312574820473,6.141099244338921e-05,0.0030880721535819777,6.394645882124017e-05,2.7473069185157684e-05
2,300,128,20,104,0,0.5,0,0.0029986458111577186,0.00037663312574820473,6.141099244338921e-05,0.0030880721535819777,6.394645882124017e-05,2.7473069185157684e-05
2,300,128,20,104,0,0.5,0,0.0029986458111577186,0.00037663312574820473,6.141099244338921e-05,0.0030880721535819777,6.394645882124017e-05,2.7473069185157684e-05
2,300,128,20,104,0,0.5,0,0.0029986458111577186,0.00037663312574820473,6.141099244338921e-05,0.0030880721535819777,6.394645882124017e-05,2.7473069185157684e-05
2,300,128,20,104,0,0.5,0,0.0029986458111577186,0.00037663312574820473,6.141099244338921e-05,0.0030880721535819777,6.394645882124017e-05,2.7473069185157684e-05
2,300,128,20,104,0,0.5,0,0.0029986458111577186,0.00037663312574820473,6.141099244338921e-05,0.0030880721535819777,6.394645882124017e-05,2.7473069185157684e-05
2,300,128,20,105,0,0.5,0,0.0029986458111577186,0.00037663312574820473,6.141099244338921e-05,0.0030880721535819777,6.394645882124017e-05,2.7473069185157684e-05
2,300,128,20,105,0,0.5,0,0.0029986458111577186,0.00037663312574820473,6.141099244338921e-05,0.0030880721535819777,6.394645882124017e-05,2.7473069185157684e-05
2,300,128,20,105,0,0.5,0,0.0029986458111577186,0.00037663312574820473,6.141099244338921e-05,0.0030880721535819777,6.394645882124017e-05,2.7473069185157684e-05
2,300,128,20,105,0,0.5,0,0.0029986458111577186,0.00037663312574820473,6.141099244338921e-05,0.0030880721535819777,6.394645882124017e-05,2.7473069185157684e-05
2,300,128,20,105,0,0.5,0,0.0029986458111577186,0.00037663312574820473,6.141099244338921e-05,0.0030880721535819777,6.394645882124017e-05,2.7473069185157684e-05
2,300,128,20,105,0,0.5,0,0.0029986458111577186,0.00037663312574820473,6.141099244338921e-05,0.0030880721535819777,6.394645882124017e-05,2.7473069185157684e-05
2,300,128,20,105,0,0.5,0,0.0029986458111577186,0.00037663312574820473,6.141099244338921e-05,0.0030880721535819777,6.394645882124017e-05,2.7473069185157684e-05
2,300,128,20,105,0,0.5,0,0.0029986458111577186,0.00037663312574820473,6.141099244338921e-05,0.0030880721535819777,6.394645882124017e-05,2.7473069185157684e-05
2,300,128,20,105,0,0.5,0,0.0029986458111577186,0.00037663312574820473,6.141099244338921e-05,0.0030880721535819777,6.394645882124017e-05,2.7473069185157684e-05
2,300,128,20,105,0,0.5,0,0.0029986458111577186,0.00037663312574820473,6.141099244338921e-05,0.0030880721535819777,6.394645882124017e-05,2.7473069185157684e-05
2,300,128,20,105,0,0.5,0,0.0029986458111577186,0.00037663312574820473,6.141099244338921e-05,0.0030880721535819777,6.394645882124017e-05,2.7473069185157684e-05
2,300,128,20,105,0,0.5,0,0.0029986458111577186,0.00037663312574820473,6.141099244338921e-05,0.0030880721535819777,6.394645882124017e-05,2.7473069185157684e-05
2,300,128,20,106,0,0.5,0,0.0029986458111577186,0.00037663312574820473,6.141099244338921e-05,0.0030880721535819777,6.394645882124017e-05,2.7473069185157684e-05
2,300,128,20,106,0,0.5,0,0.0029986458111577186,0.00037663312574820473,6.141099244338921e-05,0.0030880721535819777,6.394645882124017e-05,2.7473069185157684e-05
2,300,128,20,106,0,0.5,0,0.0029986458111577186,0.00037663312574820473,6.141099244338921e-05,0.0030880721535819777,6.394645882124017e-05,2.7473069185157684e-05
2,300,128,20,106,0,0.5,0,0.0029986458111577186,0.00037663312574820473,6.141099244338921e-05,0.0030880721535819777,6.394645882124017e-05,2.7473069185157684e-05
2,300,128,20,106,0,0.5,0,0.0029986458111577186,0.00037663312574820473,6.141099244338921e-05,0.0030880721535819777,6.394645882124017e-05,2.7473069185157684e-05
2,300,128,20,106,0,0.5,0,0.0029986458111577186,0.00037663312574820473,6.141099244338921e-05,0.0030880721535819777,6.394645882124017e-05,2.7473069185157684e-05
2,300,128,20,106,0,0.5,0,0.0029986458111577186,0.00037663312574820473,6.141099244338921e-05,0.0030880721535819777,6.394645882124017e-05,2.7473069185157684e-05
2,300,128,20,106,0,0.5,0,0.0029986458111577186,0.00037663312574820473,6.141099244338921e-05,0.0030880721535819777,6.394645882124017e-05,2.7473069185157684e-05
2,300,128,20,106,0,0.5,0,0.0029986458111577186,0.00037663312574820473,6.141099244338921e-05,0.0030880721535819777,6.394645882124017e-05,2.7473069185157684e-05
2,300,128,20,106,0,0.5,0,0.0029986458111577186,0.00037663312574820473,6.141099244338921e-05,0.0030880721535819777,6.394645882124017e-05,2.7473069185157684e-05
2,300,128,20,106,0,0.5,0,0.0029986458111577186,0.00037663312574820473,6.141099244338921e-05,0.0030880721535819777,6.394645882124017e-05,2.7473069185157684e-05
2,300,128,20,106,0,0.5,0,0.0029986458111577186,0.00037663312574820473,6.141099244338921e-05,0.0030880721535819777,6.394645882124017e-05,2.7473069185157684e-05
2,300,128,20,107,0,0.5,0,0.0029986458111577186,0.00037663312574820473,6.141099244338921e-05,0.0030880721535819777,6.394645882124017e-05,2.7473069185157684e-05
2,300,128,20,107,0,0.5,0,0.0029986458111577186,0.00037663312574820473,6.141099244338921e-05,0.0030880721535819777,6.394645882124017e-05,2.7473069185157684e-05
2,300,128,20,107,0,0.5,0,0.0029986458111577186,0.00037663312574820473,6.141099244338921e-05,0.0030880721535819777,6.394645882124017e-05,2.7473069185157684e-05
2,300,128,20,107,0,0.5,0,0.0029986458111577186,0.00037663312574820473,6.141099244338921e-05,0.0030880721535819777,6.394645882124017e-05,2.7473069185157684e-05
2,300,128,20,107,0,0.5,0,0.0029986458111577186,0.00037663312574820473,6.141099244338921e-05,0.0030880721535819777,6.394645882124017e-05,2.7473069185157684e-05
2,300,128,20,107,0,0.5,0,0.0029986458111577186,0.00037663312574820473,6.141099244338921e-05,0.0030880721535819777,6.394645882124017e-05,2.7473069185157684e-05
2,300,128,20,107,0,0.5,0,0.0029986458111577186,0.00037663312574820473,6.141099244338921e-05,0.0030880721535819777,6.394645882124017e-05,2.7473069185157684e-05
2,300,128,20,107,0,0.5,0,0.0029986458111577186,0.00037663312574820473,6.141099244338921e-05,0.0030880721535819777,6.394645882124017e-05,2.7473069185157684e-05
2,300,128,20,107,0,0.5,0,0.0029986458111577186,0.00037663312574820473,6.141099244338921e-05,0.0030880721535819777,6.394645882124017e-05,2.7473069185157684e-05
2,300,128,20,107,0,0.5,0,0.0029986458111577186,0.00037663312574820473,6.141099244338921e-05,0.0030880721535819777,6.394645882124017e-05,2.7473069185157684e-05
2,300,128,20,107,0,0.5,0,0.0029986458111577186,0.00037663312574820473,6.141099244338921e-05,0.0030880721535819777,6.394645882124017e-05,2.7473069185157684e-05
2,300,128,20,107,0,0.5,0,0.0029986458111577186,0.00037663312574820473,6.141099244338921e-05,0.0030880721535819777,6.394645882124017e-05,2.7473069185157684e-05
2,300,128,20,108,0,0.5,0,0.0029986458111577186,0.00037663312574820473,6.141099244338921e-05,0.0030880721535819777,6.394645882124017e-05,2.7473069185157684e-05
2,300,128,20,108,0,0.5,0,0.0029986458111577186,0.00037663312574820473,6.141099244338921e-05,0.0030880721535819777,6.394645882124017e-05,2.7473069185157684e-05
2,300,128,20,108,0,0.5,0,0.0029986458111577186,0.00037663312574820473,6.141099244338921e-05,0.0030880721535819777,6.394645882124017e-05,2.7473069185157684e-05
2,300,128,20,108,0,0.5,0,0.0029986458111577186,0.00037663312574820473,6.141099244338921e-05,0.0030880721535819777,6.394645882124017e-05,2.7473069185157684e-05
2,300,128,20,108,0,0.5,0,0.0029986458111577186,0.00037663312574820473,6.141099244338921e-05,0.0030880721535819777,6.394645882124017e-05,2.7473069185157684e-05
2,300,128,20,108,0,0.5,0,0.0029986458111577186,0.00037663312574820473,6.141099244338921e-05,0.0030880721535819777,6.394645882124017e-05,2.7473069185157684e-05
2,300,128,20,108,0,0.5,0,0.0029986458111577186,0.00037663312574820473,6.141099244338921e-05,0.0030880721535819777,6.394645882124017e-05,2.7473069185157684e-05
2,300,128,20,108,0,0.5,0,0.0029986458111577186,0.00037663312574820473,6.141099244338921e-05,0.0030880721535819777,6.394645882124017e-05,2.7473069185157684e-05
2,300,128,20,108,0,0.5,0,0.0029986458111577186,0.00037663312574820473,6.141099244338921e-05,0.0030880721535819777,6.394645882124017e-05,2.7473069185157684e-05
2,300,128,20,108,0,0.5,0,0.0029986458111577186,0.00037663312574820473,6.141099244338921e-05,0.0030880721535819777,6.394645882124017e-05,2.7473069185157684e-05
2,300,128,20,108,0,0.5,0,0.0029986458111577186,0.00037663312574820473,6.141099244338921e-05,0.0030880721535819777,6.394645882124017e-05,2.7473069185157684e-05
2,300,128,20,108,0,0.5,0,0.0029986458111577186,0.00037663312574820473,6.141099244338921e-05,0.0030880721535819777,6.394645882124017e-05,2.7473069185157684e-05
2,300,128,20,109,0,0.5,0,0.0029986458111577186,0.00037663312574820473,6.141099244338921e-05,0.0030880721535819777,6.394645882124017e-05,2.7473069185157684e-05
2,300,128,20,109,0,0.5,0,0.0029986458111577186,0.00037663312574820473,6.141099244338921e-05,0.0030880721535819777,6.394645882124017e-05,2.7473069185157684e-05
2,300,128,20,109,0,0.5,0,0.0029986458111577186,0.00037663312574820473,6.141099244338921e-05,0.0030880721535819777,6.394645882124017e-05,2.7473069185157684e-05
2,300,128,20,109,0,0.5,0,0.0029986458111577186,0.00037663312574820473,6.141099244338921e-05,0.0030880721535819777,6.394645882124017e-05,2.7473069185157684e-05
2,300,128,20,109,0,0.5,0,0.0029986458111577186,0.00037663312574820473,6.141099244338921e-05,0.0030880721535819777,6.394645882124017e-05,2.7473069185157684e-05
2,300,128,20,109,0,0.5,0,0.0029986458111577186,0.00037663312574820473,6.141099244338921e-05,0.0030880721535819777,6.394645882124017e-05,2.7473069185157684e-05
2,300,128,20,109,0,0.5,0,0.0029986458111577186,0.00037663312574820473,6.141099244338921e-05,0.0030880721535819777,6.394645882124017e-05,2.7473069185157684e-05
2,300,128,20,109,0,0.5,0,0.0029986458111577186,0.00037663312574820473,6.141099244338921e-05,0.0030880721535819777,6.394645882124017e-05,2.7473069185157684e-05
2,300,128,20,109,0,0.5,0,0.0029986458111577186,0.00037663312574820473,6.141099244338921e-05,0.0030880721535819777,6.394645882124017e-05,2.7473069185157684e-05
2,300,128,20,109,0,0.5,0,0.0029986458111577186,0.00037663312574820473,6.141099244338921e-05,0.0030880721535819777,6.394645882124017e-05,2.7473069185157684e-05
2,300,128,20,109,0,0.5,0,0.0029986458111577186,0.00037663312574820473,6.141099244338921e-05,0.0030880721535819777,6.394645882124017e-05,2.7473069185157684e-05
2,300,128,20,109,0,0.5,0,0.0029986458111577186,0.00037663312574820473,6.141099244338921e-05,0.0030880721535819777,6.394645882124017e-05,2.7473069185157684e-05
2,300,256,20,100,0,0.5,0,0.0029986458111577186,0.00037663312574820473,6.141099244338921e-05,0.0030880721535819777,6.394645882124017e-05,2.7473069185157684e-05
2,300,256,20,100,0,0.5,0,0.0029986458111577186,0.00037663312574820473,6.141099244338921e-05,0.0030880721535819777,6.394645882124017e-05,2.7473069185157684e-05
2,300,256,20,100,0,0.5,0,0.0029986458111577186,0.00037663312574820473,6.141099244338921e-05,0.0030880721535819777,6.394645882124017e-05,2.7473069185157684e-05
2,300,256,20,100,0,0.5,0,0.0029986458111577186,0.00037663312574820473,6.141099244338921e-05,0.0030880721535819777,6.394645882124017e-05,2.7473069185157684e-05
2,300,256,20,100,0,0.5,0,0.0029986458111577186,0.00037663312574820473,6.141099244338921e-05,0.0030880721535819777,6.394645882124017e-05,2.7473069185157684e-05
2,300,256,20,100,0,0.5,0,0.0029986458111577186,0.00037663312574820473,6.141099244338921e-05,0.0030880721535819777,6.394645882124017e-05,2.7473069185157684e-05
2,300,256,20,100,0,0.5,0,0.0029986458111577186,0.00037663312574820473,6.141099244338921e-05,0.0030880721535819777,6.394645882124017e-05,2.7473069185157684e-05
2,300,256,20,100,0,0.5,0,0.0029986458111577186,0.00037663312574820473,6.141099244338921e-05,0.0030880721535819777,6.394645882124017e-05,2.7473069185157684e-05
2,300,256,20,100,0,0.5,0,0.0029986458111577186,0.00037663312574820473,6.141099244338921e-05,0.0030880721535819777,6.394645882124017e-05,2.7473069185157684e-05
2,300,256,20,100,0,0.5,0,0.0029986458111577186,0.00037663312574820473,6.141099244338921e-05,0.0030880721535819777,6.394645882124017e-05,2.7473069185157684e-05
2,300,256,20,100,0,0.5,0,0.0029986458111577186,0.00037663312574820473,6.141099244338921e-05,0.0030880721535819777,6.394645882124017e-05,2.7473069185157684e-05
2,300,256,20,100,0,0.5,0,0.0029986458111577186,0.00037663312574820473,6.141099244338921e-05,0.0030880721535819777,6.394645882124017e-05,2.7473069185157684e-05
2,300,256,20,101,0,0.5,0,0.0029986458111577186,0.00037663312574820473,6.141099244338921e-05,0.0030880721535819777,6.394645882124017e-05,2.7473069185157684e-05
2,300,256,20,101,0,0.5,0,0.0029986458111577186,0.00037663312574820473,6.141099244338921e-05,0.0030880721535819777,6.394645882124017e-05,2.7473069185157684e-05
2,300,256,20,101,0,0.5,0,0.0029986458111577186,0.00037663312574820473,6.141099244338921e-05,0.0030880721535819777,6.394645882124017e-05,2.7473069185157684e-05
2,300,256,20,101,0,0.5,0,0.0029986458111577186,0.00037663312574820473,6.141099244338921e-05,0.0030880721535819777,6.394645882124017e-05,2.7473069185157684e-05
2,300,256,20,101,0,0.5,0,0.0029986458111577186,0.00037663312574820473,6.141099244338921e-05,0.0030880721535819777,6.394645882124017e-05,2.7473069185157684e-05
2,300,256,20,101,0,0.5,0,0.0029986458111577186,0.00037663312574820473,6.141099244338921e-05,0.0030880721535819777,6.394645882124017e-05,2.7473069185157684e-05
2,300,256,20,101,0,0.5,0,0.0029986458111577186,0.00037663312574820473,6.141099244338921e-05,0.0030880721535819777,6.394645882124017e-05,2.7473069185157684e-05
2,300,256,20,101,0,0.5,0,0.0029986458111577186,0.00037663312574820473,6.141099244338921e-05,0.0030880721535819777,6.394645882124017e-05,2.7473069185157684e-05
2,300,256,20,101,0,0.5,0,0.0029986458111577186,0.00037663312574820473,6.141099244338921e-05,0.0030880721535819777,6.394645882124017e-05,2.7473069185157684e-05
2,300,256,20,101,0,0.5,0,0.0029986458111577186,0.00037663312574820473,6.141099244338921e-05,0.0030880721535819777,6.394645882124017e-05,2.7473069185157684e-05
2,300,256,20,101,0,0.5,0,0.0029986458111577186,0.00037663312574820473,6.141099244338921e-05,0.0030880721535819777,6.394645882124017e-05,2.7473069185157684e-05
2,300,256,20,101,0,0.5,0,0.0029986458111577186,0.00037663312574820473,6.141099244338921e-05,0.0030880721535819777,6.394645882124017e-05,2.7473069185157684e-05
2,300,256,20,102,0,0.5,0,0.0029986458111577186,0.00037663312574820473,6.141099244338921e-05,0.0030880721535819777,6.394645882124017e-05,2.7473069185157684e-05
2,300,256,20,102,0,0.5,0,0.0029986458111577186,0.00037663312574820473,6.141099244338921e-05,0.0030880721535819777,6.394645882124017e-05,2.7473069185157684e-05
2,300,256,20,102,0,0.5,0,0.0029986458111577186,0.00037663312574820473,6.141099244338921e-05,0.0030880721535819777,6.394645882124017e-05,2.7473069185157684e-05
2,300,256,20,102,0,0.5,0,0.0029986458111577186,0.00037663312574820473,6.141099244338921e-05,0.0030880721535819777,6.394645882124017e-05,2.7473069185157684e-05
2,300,256,20,102,0,0.5,0,0.0029986458111577186,0.00037663312574820473,6.141099244338921e-05,0.0030880721535819777,6.394645882124017e-05,2.7473069185157684e-05
2,300,256,20,102,0,0.5,0,0.0029986458111577186,0.00037663312574820473,6.141099244338921e-05,0.0030880721535819777,6.394645882124017e-05,2.7473069185157684e-05
2,300,256,20,102,0,0.5,0,0.0029986458111577186,0.00037663312574820473,6.141099244338921e-05,0.0030880721535819777,6.394645882124017e-05,2.7473069185157684e-05
2,300,256,20,102,0,0.5,0,0.0029986458111577186,0.00037663312574820473,6.141099244338921e-05,0.0030880721535819777,6.394645882124017e-05,2.7473069185157684e-05
2,300,256,20,102,0,0.5,0,0.0029986458111577186,0.00037663312574820473,6.141099244338921e-05,0.0030880721535819777,6.394645882124017e-05,2.7473069185157684e-05
2,300,256,20,102,0,0.5,0,0.0029986458111577186,0.00037663312574820473,6.141099244338921e-05,0.0030880721535819777,6.394645882124017e-05,2.7473069185157684e-05
2,300,256,20,102,0,0.5,0,0.0029986458111577186,0.00037663312574820473,6.141099244338921e-05,0.0030880721535819777,6.394645882124017e-05,2.7473069185157684e-05
2,300,256,20,102,0,0.5,0,0.0029986458111577186,0.00037663312574820473,6.141099244338921e-05,0.0030880721535819777,6.394645882124017e-05,2.7473069185157684e-05
2,300,256,20,103,0,0.5,0,0.0029986458111577186,0.00037663312574820473,6.141099244338921e-05,0.0030880721535819777,6.394645882124017e-05,2.7473069185157684e-05
2,300,256,20,103,0,0.5,0,0.0029986458111577186,0.00037663312574820473,6.141099244338921e-05,0.0030880721535819777,6.394645882124017e-05,2.7473069185157684e-05
2,300,256,20,103,0,0.5,0,0.0029986458111577186,0.00037663312574820473,6.141099244338921e-05,0.0030880721535819777,6.394645882124017e-05,2.7473069185157684e-05
2,300,256,20,103,0,0.5,0,0.0029986458111577186,0.00037663312574820473,6.141099244338921e-05,0.0030880721535819777,6.394645882124017e-05,2.7473069185157684e-05
2,300,256,20,103,0,0.5,0,0.0029986458111577186,0.00037663312574820473,6.141099244338921e-05,0.0030880721535819777,6.394645882124017e-05,2.7473069185157684e-05
2,300,256,20,103,0,0.5,0,0.0029986458111577186,0.00037663312574820473,6.141099244338921e-05,0.0030880721535819777,6.394645882124017e-05,2.7473069185157684e-05
2,300,256,20,103,0,0.5,0,0.0029986458111577186,0.00037663312574820473,6.141099244338921e-05,0.0030880721535819777,6.394645882124017e-05,2.7473069185157684e-05
